simulation,height1,width1,height2,width2,shape,area,size,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq
762,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,15,15,100,5,5,99.8003992,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
763,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
764,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
765,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
766,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,30,30,100,1,1,101.010101,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
767,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,30,30,100,5,5,99.8003992,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
768,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
769,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
770,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
771,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,45,45,100,1,1,101.010101,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
772,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,45,45,100,5,5,99.8003992,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
773,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
774,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
775,100,100,5,5,rectangle,10000,large,1,3,50,12,4,1,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
776,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,1,1,100,1,1,101.010101,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
777,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,1,1,100,5,5,99.8003992,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
778,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
779,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
780,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
781,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,5,5,100,1,1,101.010101,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
782,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,5,5,100,5,5,99.8003992,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
783,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
784,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
785,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
786,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,15,15,100,1,1,101.010101,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
787,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,15,15,100,5,5,99.8003992,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
788,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
789,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
790,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
791,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,30,30,100,1,1,101.010101,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
792,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,30,30,100,5,5,99.8003992,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
793,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
794,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
795,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
796,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,45,45,100,1,1,101.010101,4500,33,33,33,0,450000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
797,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,45,45,100,5,5,99.8003992,4500,167,167,167,0,450000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
798,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,45,45,100,15,15,100,4500,500,500,500,0,450000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
799,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,45,45,100,30,30,100,4500,1000,1000,1000,0,450000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
800,100,100,5,5,rectangle,10000,large,1,3,50,12,5,1.25,4,45,45,100,45,45,100,4500,1500,1500,1500,0,450000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
801,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,1,1,100,1,1,101.010101,100,33,33,33,0,10000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
802,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,1,1,100,5,5,99.8003992,100,167,167,167,0,10000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
803,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,1,1,100,15,15,100,100,500,500,500,0,10000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
804,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,1,1,100,30,30,100,100,1000,1000,1000,0,10000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
805,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,1,1,100,45,45,100,100,1500,1500,1500,0,10000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
806,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,5,5,100,1,1,101.010101,500,33,33,33,0,50000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
807,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,5,5,100,5,5,99.8003992,500,167,167,167,0,50000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
808,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,5,5,100,15,15,100,500,500,500,500,0,50000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
809,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,5,5,100,30,30,100,500,1000,1000,1000,0,50000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
810,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,5,5,100,45,45,100,500,1500,1500,1500,0,50000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
811,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,15,15,100,1,1,101.010101,1500,33,33,33,0,150000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
812,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,15,15,100,5,5,99.8003992,1500,167,167,167,0,150000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
813,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,15,15,100,15,15,100,1500,500,500,500,0,150000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
814,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,15,15,100,30,30,100,1500,1000,1000,1000,0,150000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
815,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,15,15,100,45,45,100,1500,1500,1500,1500,0,150000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
816,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,30,30,100,1,1,101.010101,3000,33,33,33,0,300000,3333.333333,3333.333333,3333.333333,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
817,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,30,30,100,5,5,99.8003992,3000,167,167,167,0,300000,16666.66667,16666.66667,16666.66667,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
818,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,30,30,100,15,15,100,3000,500,500,500,0,300000,50000,50000,50000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
819,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,30,30,100,30,30,100,3000,1000,1000,1000,0,300000,100000,100000,100000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
820,100,100,5,5,rectangle,10000,large,1,3,50,12,6,1.5,4,30,30,100,45,45,100,3000,1500,1500,1500,0,300000,150000,150000,150000,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.020,0.113,0.25,0.25,0.25,0.25,all,600,5
